"건축물명","건축물 위치","층수(지상_지하)","연면적","조사년도","총발생량(톤)","일평균발생량(톤/일)","일평균이용현황(톤/일)_하천방류","일평균이용현황(톤/일)_도로청소","일평균이용현황(톤/일)_공원용수","일평균이용현황(톤/일)_화장실세척","일평균이용현황(톤/일)_건물용수","미사용_하수도방류(톤/일)","일평균이용현황(톤/일)_기타건물용수"
"아크로리버뷰신반포생활센터","잠원로 117(잠원동 161 ,아크로리버뷰신반포 )","/","","2021","760.20","4.20","","","","","","4.20",""
"아크로리버뷰신반포생활센터","잠원로 117(잠원동 162 ,아크로리버뷰신반포 )","/","","2021","1846.20","10.20","","","","","","10.20",""
"아크로리버뷰신반포생활센터","잠원로 117(잠원동 163 ,아크로리버뷰신반포 )","/","","2021","2226.30","12.30","","","","","","12.30",""
"아크로리버뷰신반포생활센터","잠원로 117(잠원동 164 ,아크로리버뷰신반포 )","/","","2021","3.62","0.02","","","","","","0.02",""
"아크로리버뷰신반포생활센터","잠원로 117(잠원동 165 ,아크로리버뷰신반포 )","/","","2021","1828.10","10.10","","","","","","10.10",""
"아크로리버뷰신반포생활센터"," 잠원로 117(잠원동 166 ,아크로리버뷰신반포 )","/","","2021","6624.60","36.60","","","","","","36.60",""
"대한예수교장로회총회"," 남부순환로 2221(방배동 490-1)","/","","2021","850.70","4.70","","","","","","4.70",""
"에스앤아이코퍼레이션","","/","","2021","669.70","3.70","","","","","","3.70",""
"한국소비자원","서울특별시 서초구  양재대로 246(염곡동, 송암빌딩) ","33/6","","2021","651.60","3.60","","","","","","3.60",""
"에이플러스에셋타워","서울특별시 서초구  강남대로 369(서초동)","33/6","","2021","18.10","0.10","","","","","","0.10",""
"에이플러스에셋타워","서울특별시 서초구  강남대로 369(서초동) ","33/6","","2021","1556.60","8.60","","","","","","8.60",""
"삼성물산㈜","서울특별시 서초구  서초대로74길 14, B동 (서초동) ","33/6","","2021","814.50","4.50","","","","","","4.50",""
"삼성물산㈜","서울특별시 서초구  서초대로74길 14, B동 (서초동) ","33/6","","2021","2371.10","13.10","","","","","","13.10",""
"한국장학재단","서울특별시 서초구  서초대로41길 19(서초동, 지하1층관리실) ","33/6","","2021","1357.50","7.50","","","","","","7.50",""
"서초롯데캐슬메디치","서울특별시 서초구  서초중앙로 110(서초동, 생활지원센터) ","33/6","","2021","8145.00","45.00","","","","","","45.00",""
"생활지원센타(서초동)","서울특별시 서초구  서초중앙로 110(서초동, 생활지원센터) ","33/6","","2021","29050.50","160.50","","","","","","160.50",""
"삼성금융캠퍼스(2)","서울특별시 서초구  사임당로23길 27(서초동  ) ","33/6","","2021","18.10","0.10","","","","","","0.10",""
"㈜삼호","양재동 275-6","/","","2021","36.20","0.20","","","","","","0.20",""
"㈜씨티케이코스메틱스","서초동 1485-6","/","","2021","289.60","1.60","","","","","","1.60",""
"휘경sk뷰아파트관리사무실","서울특별시 동대문구  휘경로 60(휘경동 128-12)","29/3","","2021","32037.00","177.00","","","","","","177.00",""
"휘경sk뷰아파트관리사무실","서울특별시 동대문구  휘경로 60(휘경동 128-12)","29/3","","2021","21720.00","120.00","","","","","","120.00",""
"휘경sk뷰아파트관리사무실","서울특별시 동대문구  휘경로 60(휘경동 128-12)","29/3","","2021","20815.00","115.00","","","","","","115.00",""
"휘경sk뷰아파트관리사무실","서울특별시 동대문구  휘경로 60(휘경동 128-12)","29/3","","2021","17014.00","94.00","","","","","","94.00",""
"이문KCC웰츠타워관리단","서울특별시 동대문구  이문로 136(이문동 292-10)","15/4","","2021","2353.00","13.00","","","","","","13.00",""
"한국외대시설관리팀","서울특별시 동대문구  (이문동 270)","10/3","","2021","3077.00","17.00","","","","","","17.00",""
"신이문금호어울림아파트입주자대표회의","서울특별시 동대문구  신이문로 9(이문동 428 ,금호(A)어울림 )","12/2","","2021","724.00","4.00","","","","","","4.00",""
"홈플러스 신내점","신내로 201(신내동)","5/3","","2021","17376.00","96.00","","","","","","96.00","미방류"
"현대엠코","망우로 353(상봉동)","48/7","","2021","32623.44","180.24","","","82.56","","","97.68","미방류"
"듀오트리스","상봉로 131(상봉동)","41/8","","2021","10317.00","57.00","","","30.00","","","27.00","미방류"
"면목라온 프라이빗","동일로91길 23(면목동)","30/2","","2021","43403.80","239.80","","","51.20","","","188.60","미방류"
"사가정센트럴 아이파크","동일로92길 40(면목동)","30/2","","2021","10099.80","55.80","","","","","","55.80","미방류"
"성북구청","보문로 168","12/4","","2021","45974.00","254.00","254.00","","","","","0.00","성북천"
"레미안1차","길음로9길 40","20/3","","2021","988.26","5.46","","","","","","5.46",""
"현대백화점(미아점)","동소문로 315","11/5","","2021","11850.07","65.47","","","","","","65.47",""
"홀리데이인 성북","종암로 123","10/3","","2021","914.05","5.05","","","","","","5.05",""
"도원교통","정릉로10길 17","3/1","","2021","1672.44","9.24","","","","","","9.24",""
"성북구 재활용 집하장","한천로58길 293","1/2","","2021","91948.00","508.00","508.00","","","","","0.00","우이천"
"래미안포레카운티(장위1구역)","장위동 144-24(장월로160)","29/1","","2021","33734.78","186.38","","","","","","186.38",""
"래미안장위퍼스트하이(장위5구역)","장위동 173-114","32/2","","2021","55270.16","305.36","","","","","","305.36",""
"과기원L3연구동건설현장","화랑로14길 5","6/2","","2021","18968.80","104.80","","","","","","104.80",""
"래미안아트리치(석관2구역)","돌곶이로8길 22","23/2","","2021","13133.36","72.56","","","","","","72.56",""
"길음서희스타힐스","동소문로 284(하월곡동 229)","23/6","","2021","9039.14","49.94","","","","","","49.94",""
"서울성북미디어문화마루","길음로7길 20","4/2","","2021","24851.30","137.30","","","","","","137.30",""
"보문제2구역 주택재개발(보문2구역)","보문로1가 60-2","18/2","","2021","6908.77","38.17","","","","","","38.17",""
"수유삼호 APT/프라자","도봉로 256(수유동)","21/5","","2021","2497.80","13.80","","","","","","0.00",""
"효성네오인텔리안빌딩","도봉로 352(번동 418-3)","17/6","","2021","68056.00","376.00","376.00","","","","","0.00","우이천"
"코스타타워","도봉로 358(번동)","14/5","","2021","1947.56","10.76","","","","","","0.00",""
"롯데백화점","도봉로 60(송중동)","10/7","","2021","5482.49","30.29","","","","","","0.00",""
"삼성화재 번동사옥","도봉로 314(번동 446-8)","14/9","","2021","34516.70","190.70","","","","","","190.70",""
"아쿠아산소사우나","한천로 1131(수유동)","15/3","","2021","32362.80","178.80","","","","","","0.00",""
"수유현대아파트","한천로 1131(수유동)","15/3","","2021","823.55","4.55","","","","","","0.00",""
"풍양빌딩","도봉로 136(송중동)","10/3","","2021","1105.91","6.11","","","","","","0.00",""
"에코피아빌딩","도봉로 30(송중동)","12/4","","2021","7357.65","40.65","","","","","","0.00",""
"강북노인요양원","삼양로92길 20(수유동)","7/2","","2021","582.82","3.22","","","","","","0.00",""
"한국마사회","도봉로 302(번동)","12/6","","2021","438.02","2.42","","","","","","0.00",""
"㈜씨네플랜","도봉로 399(수유동)","10/3","","2021","12747.83","70.43","","","","","","70.43",""
"강북제일교회","도봉로 214(미아동)","5/3","","2021","12747.83","70.43","","","","","","70.43",""
"수유역푸르지오시티","도봉로 290(미아동)","20/3","","2021","1261.57","6.97","","","","","","6.97",""
"수유다우아트리체","한천로 1174(수유동)","9/3","","2021","25864.90","142.90","142.90","","","","","0.00","우이천"
"곡예곤","서울특별시 강북구  도봉로 190(미아동 121-20)","8/1","","2021","228.06","1.26","","","","","","0.00",""
"한국전력 성동지사","서울특별시 강북구  도봉로 242(미아동 190-1)","5/4","","2021","17817.64","98.44","","","","","","0.00",""
"한전성동전력소","서울특별시 강북구  도봉로 48(미아동 71-5)","1/5","","2021","2680.61","14.81","","","","","","0.00",""
"한전성동전력소","서울특별시 강북구  도봉로 51-19(미아동 465-4)","3/1","","2021","29046.88","160.48","","","","","","0.00",""
"교육관","(지하)서울특별시 강북구  도봉로 51-19(미아동 465-4)","3/1","","2021","2345.76","12.96","","","","","","0.00",""
"㈜동서건설","서울특별시 강북구  (미아동 811-2 ,종합체육센터(동서건설) )","/","","2021","955.68","5.28","","","","","","5.28",""
"한전성동전력소","서울특별시 강북구  도봉로 336(번동 446-14)","4/1","","2021","8132.33","44.93","","","","","","0.00",""
"신동아 아파트","방학3동 272(방학로 193)","12/1","","2021","10932.40","60.40","","","","","","60.40",""
"대동아파트","창5동 811(도봉로642-30)","19/0","","2021","4318.66","23.86","","","","","","23.86",""
"도봉한양 수자인아파트","도봉2동657(마들로724)","15/3","","2021","4318.66","23.86","","","","","","23.86",""
"성원아파트","창4동 743-15 (마들로16길 56)","17/2","","2021","1552.98","8.58","","","","","","8.58",""
"경원선민자역사 신축공사(창동역)","창4동 135(마들로11길 77)","10/2","","2021","3797.38","20.98","","","","","","20.98",""
"SYO빌딩","방학동 676-21(방학로3길 6)","6/2","","2021","47.06","0.26","","","","","","0.26",""
"도봉동 앰블램오피스텔","도봉동 62-1(도봉로180길 38)","13/3","","2021","1031.70","5.70","","","","","","5.70",""
"인터엠빌딩","도봉로 719","/","","2021","4948.54","27.34","","","","","","27.34",""
"백상빌딩","노해로 397-15","/","","2021","4318.66","23.86","","","","","","23.86",""
"하이마트종합전자백화점","노해로397","/","","2021","3455.29","19.09","","","","","","19.09",""
"창동신원리베르텔","노해로341","/","","2021","5668.92","31.32","","","","","","31.32",""
"삼환프라자","도봉로 575","/","","2021","430.78","2.38","","","","","","2.38",""
"도봉월드","마들로 650","/","","2021","720.38","3.98","","","","","","3.98",""
"신원에벤에셀프라자","해등로 255","/","","2021","360.19","1.99","","","","","","1.99",""
"신원에벤에셀아파트","해등로 255","/","","2021","360.19","1.99","","","","","","1.99",""
"창동씨티월드","노해로 69길 26","/","","2021","575.58","3.18","","","","","","3.18",""
"삼원프라자","노해로 69길 17-9","/","","2021","179.19","0.99","","","","","","0.99",""
"KING 프라자","마들로 11가길 16","/","","2021","430.78","2.38","","","","","","2.38",""
"타워텔빌딩","마들로 11가길 13-6","/","","2021","54.30","0.30","","","","","","0.30",""
"대동빌딩","방학로 177","/","","2021","1086.00","6.00","","","","","","6.00",""
"동북권 세대융합형 복합센터","마들로13길 84","/","","2021","4320.11","23.87","","","","","","23.87",""
"무궁화빌딩","도봉로164길 43","/","","2021","50.68","0.28","","","","","","0.28",""
"쌍문그린스테이트빌딩","시루봉로 2","/","","2021","126.70","0.70","","","","","","0.70",""
"북한산코오롱하늘채아파트","우이천로 367","/","","2021","814.50","4.50","","","","","","4.50",""
"인재빌딩","도봉로 527","/","","2021","754.77","4.17","","","","","","4.17",""
"다모아빌딩","마들로 11가길 12","/","","2021","754.77","4.17","","","","","","4.17",""
"방학동 모비우스스퀘어, 은성산업","방학동 707-14(도봉로 684)","10/5","","2021","12517.96","69.16","","","","","","69.16",""
"창동 문화산업단지 신축공사","창동 1-28","49/7","","2021","15783.20","87.20","","","","","","87.20",""
"신동아아파트","한글비석로52길 54(상계5동 463)","15/2","","2021","1080.00","5.97","","","","","","5.97",""
"메가빌딩","노해로 459(상계6동 709-2)","14/4","","2021","1710.00","9.45","","","","","","9.45",""
"우남아파트","화랑로 355(월계3동 930)","22/2","","2021","396.00","2.19","","","","","","2.19",""
"을지병원 행정동","공릉로59나길 52(하계1동 279-8)","5/4","","2021","540.00","2.98","","","","","","2.98",""
"을지병원 제1별관","공릉로 327(하계1동 279-5)","4/5","","2021","540.00","2.98","","","","","","2.98",""
"교보리얼코","노해로 467(상계6동 712-1)","12/5","","2021","18000.00","99.45","","","","","","99.45",""
"연지스퀘어센터","초안산로 12 인덕대학교(월계2동 648)","1/2","","2021","2880.00","15.91","","","","","","15.91",""
"서울여자대학교 50주년 기념관","화랑로 621 서울여대(공릉2동 126)","7/2","","2021","1350.00","7.46","","","","","","7.46",""
"삼육대학교","공릉2동 26-21[삼육대 미래관]","5/2","","2021","2160.00","11.93","","","","","","11.93",""
"육군사관학교","화랑로 574(공릉2동 230-30)","4/2","","2021","1619.95","8.95","","","","","","8.95",""
"북서울시립미술관","동일로 1238(중계2.3동 508)","3/3","","2021","1440.00","7.96","","","","","","7.96",""
"KT노원지사","노해로 502(상계6,7동 723)","13/5","","2021","10800.00","59.67","","","","","","59.67",""
"현대엠코","동일로 986(공릉1동 670-20)","36/5","","2021","372.00","2.06","","","","","","2.06",""
"육군사관학교2","화랑로 574(공릉2동 230-30)","4/2","","2021","1619.95","8.95","","","","","","8.95",""
"엘크루 메트로시티","충무로 13","19/7","","2021","196.88","1.07","","","","","","1.07",""
"미래에셋센터원빌딩","을지로5길 26","31/8","","2021","958.64","5.21","","","","","","5.21",""
"㈜케이알앤씨","청계천로 30","19/6","","2021","2399.36","13.04","","","","","","13.04",""
"남산SK리더스뷰","퇴계로 72","30/7","","2021","239.20","1.30","","","","","","1.30",""
"신한은행명동금융센터","명동길 43","7/4","","2021","699.20","3.80","","","","","","3.80",""
"(재)천주교서울대교구유지재단","명동길 74","10/4","","2021","1974.32","10.73","","","","","","10.73",""
"HDC현대산업개발","","/","","2021","271.50","1.50","","","","","","1.50",""
"IBK파이낸스타워","을지로 82","27/7","","2021","5694.80","30.95","","","","","","30.95",""
"신한 L타워","삼일대로 358","22/7","","2021","1626.56","8.84","","","","","","8.84",""
"나인트리호텔","마른내로 28","11/5","","2021","3199.76","17.39","","","","","","17.39",""
"덕수궁롯데캐슬","서소문로9길 28","22/5","","2021","5074.72","27.58","","","","","","27.58",""
"코트야드 메리어트 서울 남대문","남대문로 9","20/5","","2021","1232.80","6.70","","","","","","6.70",""
"대신증권㈜","삼일대로 343","26/7","","2021","4384.72","23.83","","","","","","23.83",""
"그랜드힐 오피스텔","마장로9길 49-15","12/3","","2021","480.24","2.61","","","","","","2.61",""
"하나은행","을지로1가 101-1","26/6","","2021","18572.96","100.94","","","","","","100.94",""
"호텔그레이스리","세종대로12길 12","20/6","","2021","12420.00","67.50","","","","","","67.50",""
"을지트윈타워","을지로 170-1","20/8","","2021","37635.36","204.54","","","","","","204.54",""
"SG신성건설","을지로12길 28","14/4","","2021","4136.32","22.48","","","","","","22.48",""
"이프라자","세종대로4길 25","12/4","","2021","522.56","2.84","","","","","","2.84",""
"AK프라자","회현동1가 194-19","28/8","","2021","11549.68","62.77","","","","","","62.77",""
"그랜드센트럴","남대문로5가 253","28/8","","2021","11623.28","63.17","","","","","","63.17",""
"㈜태영건설","서서문동 85-3","20/7","","2021","2820.72","15.33","","","","","","15.33",""
"우리은행본점","소공로 51","24/6","","2021","548.32","2.98","","","","","","2.98",""
"제일병원 주차타워","서애로1길 17","4/2","","2021","143.52","0.78","","","","","","0.78",""
"충무로 헤센 스마트","충무로5가 90","7/3","","2021","1067.20","5.80","","","","","","5.80",""
"전국은행연합회","명동11길 19","17/6","","2021","991.76","5.39","","","","","","5.39",""
"준타워","퇴계로 385","12/5","","2021","686.32","3.73","","","","","","3.73",""
"지지빌딩","장충단로 192","8/4","","2021","4695.68","25.52","","","","","","25.52",""
"㈜다짐","충무로 7","19/4","","2021","323.84","1.76","","","","","","1.76",""
"동대문와이즈캐슬","퇴계로 75길 7","15/3","","2021","215.28","1.17","","","","","","1.17",""
"호텔신라부설주차장","동호로 233-10","1/8","","2021","2077.36","11.29","","","","","","11.29",""
"SK빌딩","을지로 65","32/6","","2021","1313.76","7.14","","","","","","7.14",""
"서울역한라비발디센트럴아파트","만리재로 177","14/2","","2021","1760.88","9.57","","","","","","9.57",""
"서울역센트럴자이아파트","만리재로 175","25/3","","2021","5374.64","29.21","","","","","","29.21",""
"맥스타일","마장로 3","18/7","","2021","13382.32","72.73","","","","","","72.73",""
"CJ미래경영연구원","동호로20나길 16","5/6","","2021","839.04","4.56","","","","","","4.56",""
"안당빌딩","다산로36길 101","5/2","","2021","504.16","2.74","","","","","","2.74",""
"호텔스카이파크","명동9길 22","15/10","","2021","189.52","1.03","","","","","","1.03",""
"청휘빌딩","명동길 48","13/2","","2021","1322.96","7.19","","","","","","7.19",""
"알로프트 서울명동호텔","남대문로 56","20/5","","2021","1046.96","5.69","","","","","","5.69",""
"눈스퀘어","명동길 14","9/2","","2021","546.48","2.97","","","","","","2.97",""
"석암빌딩","퇴계로50길 32","4/2","","2021","1249.36","6.79","","","","","","6.79",""
"M타워","장충단로 209","7/1","","2021","349.60","1.90","","","","","","1.90",""
"세종투자개발㈜","충무로2가 61-1","8/2","","2021","150.88","0.82","","","","","","0.82",""
"만리동 복합건축물 신축공사장","만리동1가 32-1","13/2","","2021","9.20","0.05","","","","","","0.05",""
"티마크 그랜드 호텔","퇴계로 52","19/2","","2021","3768.32","20.48","","","","","","20.48",""
"센터포인트 명동 복합 건축물","남대문로2가 9-1","19/3","","2021","2886.96","15.69","","","","","","15.69",""
"장충체육관","동호로 241","3/2","","2021","848.24","4.61","","","","","","4.61",""
"황학동 한양립스 이노와이즈","마장로9길 2-16","12/6","","2021","7210.96","39.19","","","","","","39.19",""
"세운푸르지오 헤리시티","인현동2가 151-1","26/9","","2021","7501.68","40.77","","","","","","40.77",""
"장교12지구 도시정비사업 공사장","수표동 47-1","17/6","","2021","2480.32","13.48","","","","","","13.48",""
"국립중앙박물관","서빙고로 137  (용산동6가)","6/2","","2021","2321.00","12.61","","","","","","12.61",""
" 용산씨제이나인파크","백범로90다길 12  (문배동)","28/3","","2021","537.00","2.92","","","","","","2.92",""
"한강메카트리움","한강대로43길 8  (한강로2가 2-8 B4 기계실,주차블럭22,42,15) ","33/4","","2021","0.00","","","","","","","0.00",""
"송파레미니스아파트","성내천로 6(오금동 616) 송파레미니스아파트","20/2","","2021","174.00","0.95","","","","","","0.95",""
"문정에스케이브이원지","법원로 128(문정동 642-3, 문정지구1-2) 문정에스케이브이원지","17/5","","2021","16155.00","87.80","","","","","","87.80",""
"서진빌딩","삼학사로 42(석촌동 213-4) ","6/2","","2021","153.00","0.83","","","","","","0.83",""
"잠실헤리츠상가 ","방이동 47 잠실헤리츠상가 ","16/4","","2021","2273.00","12.35","","","","","","12.35",""
"씨제이나인파크 A동","석촌동 24-11, 씨제이나인파크 A동","22/5","","2021","712.00","3.87","","","","","","3.87",""
"씨제이나인파크 B동","석촌동 24-14, 씨제이나인파크 B동","22/5","","2021","6978.00","37.92","","","5.00","","","22.92",""
"힐스테이트 에코 문정","법원로4길 10(문정동 652-4 ,현대건설(주)8-4블럭 ) 현대건설㈜/ 힐스테이트 에코 문정","15/6","","2021","673.00","3.66","","","","","","3.66",""
"힐스테이트에코 B동, 힐스테이트 에코 송파","정의로7길 13 (문정동 639-4, 10-3블럭) 힐스테이트에코 B동","12/5","","2021","7326.00","39.82","","","","","","39.82",""
"BK타워","법원로11길 28 (문정동 640-10) 키움건설(주) / BK타워","13/5","","2021","783.00","4.26","","","","","","4.26",""
"한미사이언스(주)","위례성대로 14(방이동 45 ,한미타워 )","20/5","","2021","6947.00","37.76","","","","","","37.76",""
"여의도순복음교회","마천로 17(방이동 209-1)","10/4","","2021","5673.00","30.83","","","","","","30.83",""
"서울아산병원(병원장)","올림픽로43길 88(풍납동 388-1)","18/4","","2021","106415.00","578.34","","","","","","378.34",""
"파라다이스빌잠실","올림픽로 366(방이동 40)","15/4","","2021","586.00","3.18","","","","","","3.18",""
"송파레미니스2단지관리사무소","동남로 341","15~25/1","","2021","252.00","1.37","","","","","","1.37",""
"헬리오시티상가","송파대로 345(헬리오시티 상가)","5/3","","2021","30263.00","164.47","","","","","","164.47",""
"송파책박물관","송파대로 345(송파책박물관)","2/1","","2021","7533.00","40.94","","","","","","40.94",""
"IT벤처타워","중대로 135","18/6","","2021","25262.00","137.29","","","","","","137.29",""
"거여2차쌍용아파트","오금로 512","15/3","","2021","5376.00","29.22","","","","","","29.22",""
"대우유토피아오피스텔","올림픽로 336","21/5","","2021","2408.00","13.09","","","","","","13.09",""
"링커병원","백제고분로 436","7/4","","2021","11705.00","63.61","","","","","","63.61",""
"한국광고문화회관","올림픽로35길 137","20/5","","2021","8539.00","46.41","","","","","","46.41",""
"위너스오피스텔","백제고분로 63","10/4","","2021","1448.00","7.87","","","","","","7.87",""
"KT송파지사","오금로 90","32/5","","2021","","","","","","","","0.00",""
"수성위너스","정의로8길 13","14/5","","2021","12.00","0.07","","","","","","0.07",""
"서울한방병원","법원로11길 32","13/3","","2021","1081.00","5.88","","","","","","5.88",""
"파크웨이","올림픽로34길 5-23","18/3","","2021","41.00","0.22","","","","","","0.22",""
"은성산업㈜(잠실벨솔레오피스텔)","올림픽로34길 5-13","19/4","","2021","1393.00","7.57","","","","","","7.57",""
"유정빌딩","백제고분로 503","6/3","","2021","1.00","0.01","","","","","","0.01",""
"청림실업㈜","백제고분로 266","8/4","","2021","31.00","0.17","","","","","","0.17",""
"㈜KCC건설, 농업협동조합","송파대로 155","14/5","","2021","6781.00","36.85","","","","","","36.85",""
"한솔병원 신관","백제고분로39길 14-20","7/4","","2021","392.00","2.13","","","","","","2.13",""
"㈜한라","방이동 46-2","20/8","","2021","","","","","","","","0.00",""
"동우개발㈜, 엘루이시티","방이동 28-2","16/3","","2021","8599.00","46.73","","","","","","46.73",""
"건국건설(잠실제니알관리단)","방이동 39번지","16/2","","2021","5810.00","31.58","","","","","","31.58",""
"서울주택도시공사(위례포레샤인18단지)","거여동 61-4","15~22/2","","2021","3412.00","18.54","","","","","","18.54",""
"한전(가락 전력구)","서울특별시 송파구 문정동 150-15","/","","2021","305.00","1.66","","","","","","1.66",""
"아주건설㈜","서울특별시 송파구 거여동 37","8/2","","2021","3279.00","17.82","","","","","","17.82",""
"대우한강베네시티 ","올림픽로 664","22/7","","2021","13883.00","75.45","","","","","","75.45",""
"현대백화점","천호대로 1005","14/7","","2021","17087.00","92.80","","","","","","92.80",""
"천호한강푸르지오","구천면로 192","35/4","","2021","857.00","4.60","","","","","","4.60",""
"삼성엔지니어링㈜","상일로6길 26","15/4","","2021","637000.00","401.00","401.00","","","","","0.00","고덕천"
"고덕역갑을명가시티오피스텔","동남로75길 27","9~25(13개동)/3","","2021","18892.00","102.60","","","","","","102.60",""
"고덕그라시움","고덕로 333","~35(15개동)/3","","2021","970.00","5.20","","","","","","5.20",""
"고덕아르테온","고덕로 360","~35(17개동)/3","","2021","4635.00","25.10","","","","","","25.10",""
"고덕센트럴푸르지오","고덕로 399","36층(4개동)/","","2021","2982.00","16.20","","","","","","16.20",""
"신라교역 신사옥","고덕동 90-2","20층/5","","2021","15722.00","85.40","","","","","","85.40",""
"금정우리가아파트","고덕로27길 7","11층/","","2021","13.00","0.07","","","","","","0.07",""
"힐데스하임천호아파트","천호동 437-5","20층(2개동)/","","2021","13285.00","72.20","","","","","","72.20",""
"은혜 광성교회","천호동 399-21","6/4","","2021","3538.00","19.20","","","","","","19.20",""
"현대EV스테이션","천호대로 1221","4/2","","2021","1677.00","9.10","","","","","","9.10",""
"GS한강에클라트","이촌로 1  (한강로3가, GS한강에클라트) ","26/6","","2021","21840.00","118.70","","","","","","118.70",""
"한국정보통신공사","한강대로 308  (갈월동 16  )","13/2","","2021","1221.00","6.64","","","","","","6.64",""
"대우월드마크용산","한강대로 211  (한강로1가 64  ) ","37/6","","2021","664.00","3.61","","","","","","3.61",""
"이안용산프리미어","청파로 213 외31필지 (문배동 3-3 ) ","34/5","","2021","2994.00","16.27","","","","","","16.27",""
"용산씨티파크2단지","서빙고로 31  (한강로3가)","43/3","","2021","0.00","","","","","","","0.00",""
"용산토투밸리","새창로 217 6층 (한강로2가 2-37 ) 토투밸리빌딩관리","15/6","","2021","540.00","2.93","","","","","","2.93",""
"(재)원불교 서울교당","한강대로40가길 24  (한강로2가 55  )","10/4","","2021","3024.00","16.43","","","","","","16.43",""
"우림필유(아)","이촌로29길 21-7  (한강로3가 91  ) 우림필유","12/1","","2021","84.00","0.46","","","","","","0.46",""
"해밀톤호텔 이상용","이태원로 179  (이태원동 119-25 ) ","9/4","","2021","1200.00","6.52","","","","","","6.52",""
"아스테리움서울","한강대로 372 동부센트레빌아스테리움서울 A,B,C동 관리실 (동자동 36-17 )","35/9","","2021","8786.00","47.75","","","","","","47.75",""
"아스테리움서울(KDB생명타워)","한강대로372 (D동)","30/9","","2021","0.00","","","","","","","0.00",""
"용산kcc웰츠타워 시티파크종합건설((주)인투빌)","백범로90길 84-11","39/6","","2021","1812.00","9.85","","","","","","9.85",""
"(주)케이비동자민간임대위탁관리부동산투자회사","동자동37-85일원(동자8구역 도시환경정비사업현장","30/7","","2021","1017.00","5.53","","","","","","5.53",""
"이촌레미안첼리투스","이촌동 303-3외","38~56/3","","2021","4827.00","26.23","","","","","","26.23",""
"엘지유플러스 용산사옥","한강대로32","21/9","","2021","66850.00","363.32","","","","","","363.32",""
"삼일교회","원효로 89길 18-21","8/4","","2021","312.00","1.70","","","","","","1.70",""
"정00","청파로 319","9/4","","2021","0.00","","","","","","","0.00",""
"용산푸르지오써밋","한강로2가 391번지 일대","39/9","","2021","16525.00","89.81","","","","","","89.81",""
"용산역 전면3구역(삼성물산)(래미안용산)","한강로2가 335번지 일대","40/9","","2021","24756.00","134.54","","","","","","134.54",""
"서부티엔디 승만호","청파로20길 83외","36~39/4","","2021","114799.00","623.91","","","","","","623.91",""
"더 뮤지엄 한국증권금융","한남동 51-13","5/6","","2021","683.00","3.71","","","","","","3.71",""
"한성인베스트먼트 (용산포르쉐타워)","이촌로16","6/4","","2021","4144.00","22.52","","","","","","22.52",""
"사운즈빌딩","대사관로 35","3/3","","2021","2058.00","11.18","","","","","","11.18",""
"효창파크KCC위첸 아파트 효성건설현장","효창동 117-1","10~18/3","","2021","1812.00","9.85","","","","","","9.85",""
"세아제강","한강대로15길(한강로3가 10-153)","/","","2021","85.00","0.46","","","","","","0.46",""
"한남아이파크","독서당로46(한남동93)","/","","2021","9000.00","48.91","","","","","","48.91",""
"신영지웰아파트","무학봉길 76 (하왕십리동)2개동","11/2","","2021","4500.64","24.46","","","","","","24.46",""
"서울숲푸르지오","금호로15 (금호동4가)(22개동)","18/3","","2021","1330.32","7.23","","","","","","7.23",""
"코스모타워","왕십리로 326 (도선동)","14/6","","2021","2699.28","14.67","","","7.50","","","-0.33",""
"삼성쉐르빌","무학로6길 50 (도선동)(3개동)","27/4","","2021","754.40","4.10","","","","","","4.10",""
"모노퍼스","청계천로 474 (하왕십리동)","25/4","","2021","14278.40","77.60","","","72.30","","","5.30",""
"어울림 더 리버아파트 (금호어울림아파트)","독서당로40길 37 (옥수동)(8개동)","20/3","","2021","1637.60","8.90","","","","","","8.90",""
"서울숲더샵주상복합아파트","왕십리로241 (행당동)(7개동)","42/5","","2021","18534.32","100.73","","","","","","100.73",""
"한양여자대학(지하주차장)","왕십리로 222 (사근동)","3/1","","2021","515.20","2.80","","","","","","2.80",""
"서울숲포휴지식산업센터","왕십리로58 (성수1가동)","12/5","","2021","12806.40","69.60","","","","","","69.60",""
"서울숲트리마제아파트(104동)","왕십리로16 (성수1가1동)","46/0","","2021","14512.08","78.87","","","40.00","","","38.87",""
"갤러리아 포레","왕십로로 85 (성수1가2동)","45/7","","2021","72575.12","394.43","","","80.00","200.00","","114.43","서울숲실개천"
"서울숲A타워","상원1길 26 (성수1가2동)","16/5","","2021","9365.60","50.90","","","","","","50.90",""
"서울숲L타워","아차산로17 (성수1가2동)","15/4","","2021","7775.84","42.26","","","","","","42.26",""
"에이스하이엔드 성수타운","성수이로10길 14 (성수2가1동)","14/4","","2021","1440.72","7.83","","","","","","7.83",""
"이마트 성수점","뚝섬로 379 (성수2가1동)","20/3","","2021","22687.20","123.30","","","","","","0.00",""
"서울숲한라시그마밸리","성수이로 51(성수2가1동)","15/5","","2021","864.80","4.70","","","","","","4.70",""
"렉스모터스","광나루로 228 (성수2가3동)","12/2","","2021","46.00","0.25","","","","","","0.25",""
"한불모터스","광나루로 310 (성수2가3동)","8/4","","2021","17279.44","93.91","","","","","","93.91",""
