"건축물명","건축물 위치","층수(지상_지하)","연면적","조사년도","총발생량(톤)","일평균발생량(톤/일)","일평균이용현황(톤/일)_하천방류","일평균이용현황(톤/일)_도로청소","일평균이용현황(톤/일)_공원용수","일평균이용현황(톤/일)_화장실세척","일평균이용현황(톤/일)_건물용수","미사용_하수도방류(톤/일)","일평균이용현황(톤/일)_기타건물용수"
" 용산씨제이나인파크","백범로90다길 12  (문배동)","28/3","","2016","967.00","5.26","","","","","","8.00",""
"한강메카트리움","한강대로43길 8  (한강로2가 2-8 B4 기계실,주차블럭22,42,15) ","33/4","","2016","6429.00","34.94","","","5.00","","15.00","14.00",""
"용산 파크타워","서빙고로 67  (용산동5가 24  ) 파크타워입주자대표회의","23~40/4","","2016","9241.00","50.22","","","","","","30.00",""
"GS한강에클라트","이촌로 1  (한강로3가, GS한강에클라트) ","26/6","","2016","33600.00","182.61","","","","","","185.00",""
"한국정보통신공사","한강대로 308  (갈월동 16  )","13/2","","2016","1771.00","9.63","","","","","","10.00",""
"(주)한진중공업"," 한강대로71길 4  (갈월동 103-17 )","20/6","","2016","7700.00","41.85","","","","","","42.00",""
"대우월드마크용산","한강대로 211  (한강로1가 64  ) ","37/6","","2016","767.00","4.17","","","","","","5.00",""
"이안용산프리미어","청파로 213 외31필지 (문배동 3-3 ) ","34/5","","2016","2160.00","11.74","","","","","","24.00",""
"용산씨티파크1단지","서빙고로 35","39~42/3","","2016","2727.00","14.82","","","","","","0.00",""
"용산씨티파크2단지","서빙고로 31  (한강로3가)","43/3","","2016","922.00","5.01","","","0.50","","0.50","0.00",""
"용산토투밸리","새창로 217 6층 (한강로2가 2-37 ) 토투밸리빌딩관리","15/6","","2016","1010.00","5.49","","","","","","13.00",""
"용산아이피아대주피오레","청파로20길 9  (한강로2가)","15/6","","2016","","0.00","14.00","","6.00","","","",""
"(재)원불교 서울교당","한강대로40가길 24  (한강로2가 55  )","10/4","","2016","9072.00","49.30","","","","","","49.30",""
"우림필유(아)","이촌로29길 21-7  (한강로3가 91  ) 우림필유","12/1","","2016","301.00","1.64","","","","","","1.64",""
"해밀톤호텔","이태원로 179  (이태원동 119-25 ) ","9/4","","2016","1800.00","9.78","","","","","","9.78",""
"아스테리움서울","한강대로 372 동부센트레빌아스테리움서울 A,B,C동 관리실 (동자동 36-17 )","35-9","","2016","13848.00","75.26","","","","","","75.26",""
"아스테리움서울","한강대로372 (D동)","30-9","","2016","1446.00","7.86","","","","","","7.86",""
"대아빌딩","한강대로77길15","12/2","","2016","13.00","0.07","","","","","","0.07",""
"용산kcc웰츠타워","백범로90길 84-11","39/6","","2016","0.00","0.00","","","","","","0.00",""
"남산트윈시티","동자동37-85일원(동자8구역 도시환경정비사업현장","A동30/7,        B동29/7","","2016","9174.00","49.86","","","","","","49.86",""
"이촌렉스아파트 ","이촌동 303-3외","38~56/3","","2016","1194.00","6.49","","","","","","6.49",""
"엘지유플러스 용산사옥","한강대로32","21/9","","2016","147871.00","803.65","","","","","","803.65",""
"대우트럼프월드","한강대로 26  (한강로3가, 한강대우트럼프월드3차)  ","30/3","","2016","0.00","0.00","","","","","","0.00",""
"삼일교회","원효로 89길 18-21","8/4","","2016","312.00","1.70","","","","","","1.70",""
"정협회","청파로 319","9/4","","2016","1001.00","5.44","","","","","","5.44",""
"아스테리움용산","한강대로30길 25","32~39/7","","2016","0.00","0.00","","","","","","0.00",""
"용산역 전면2구역(대우건설)","한강로2가 391번지 일대","39/9","","2016","543.00","2.95","","","","","","2.95",""
"용산역 전면3구역(삼성물산)","한강로2가 335번지 일대","40/9","","2016","47697.00","259.22","","","","","","259.22",""
"용산호텔 건축현장(대우건설)","청파로20길 83외","36~39/4","","2016","2.00","0.01","","","","","","0.01",""
"현대건설 아모레퍼시픽현장","한강로2가 159-5일대","22/7","","2016","1892.00","10.28","","","","","","10.28",""
"한남연립주택재건축현장","한남동724-8","","","2016","0.00","0.00","","","","","","0.00",""
"한남특별구역 주상복합공사","한남동 91-5","","","2016","2271.00","12.34","","","","","","12.34",""
"JH호텔 신축현장","한강대로305","","","2016","75.00","0.41","","","","","","0.41",""
"더 뮤지엄","한남동 51-13","5/6","","2016","1683.00","9.15","","","","","","9.15",""
"제니타스빌딩","이태원로200","7/2","","2016","3103.00","16.86","","","","","","16.86",""
"최창규","","","","2016","749.00","4.07","","","","","","4.07",""
"서일빌딩","상봉로 7(면목동)","7/3","","2016","3010.00","16.63","","","","","16.63","0.00",""
"홈플러스 신내점","신내로 201(신내동)","5/3","","2016","17376.00","96.00","","","","","","96.00",""
"현대엠코","망우로 353(상봉동)","48/7","","2016","17574.00","97.09","","","82.56","","","14.53",""
"에이스타워","통일로 92(순화동)","21/5","","2016","7722.00","41.97","","","","42.00","","-0.03",""
"태평로빌딩","세종대로 73(태평로2가)","26/6","","2016","2771.00","15.06","","","","15.10","","-0.04",""
"동국제강(페럼타워)","을지로5길 19(수하동)","28/6","","2016","9313.00","50.61","","","","51.00","","-0.39",""
"파인애비뉴","을지로 100(을지로2가)","25/6","","2016","4410.00","23.97","","","","","24.00","-0.03",""
"한화금융센터","세종대로 92","25/6","","2016","6537.00","35.53","","","","","35.50","0.03",""
"청계천 위브더제니스","다산로46길 17","38/6","","2016","24610.00","133.75","","","","","133.80","-0.05",""
"KT동대문지사 복합시설 신축공사 현장","다산로 258","22/5","","2016","7231.00","39.30","","","","","","39.30",""
"황학아크로타워","퇴계로 447(황학동)","20/6","","2016","900.00","4.89","","","","","","4.89",""
"㈜굿모닝시티","장충단로 247(을지로6가)","16/7","","2016","3420.00","18.59","","","","","","18.59",""
"서울파이넨스센터","세종대로 136(태평로1가)","30/8","","2016","0.00","0.00","","","","","","0.00",""
"YTN 빌딩","세종대로 17(남대문로5가)","20/6","","2016","0.00","0.00","","","","","","0.00",""
"㈜명동밀레오레관리단","퇴계로 115(충무로1가)","17/7","","2016","484.00","2.63","","","","","","2.63",""
"명동타워","명동8길 27(명동2가)","22/2","","2016","1170.00","6.36","","","","","","6.36",""
"일진사우나","충무로2길 15","6/1","","2016","627.00","3.41","","","","","","3.41",""
"매경미디어센터","퇴계로 190(필동1가)","20/5","","2016","2502.00","13.60","","","","","","13.60",""
"두산타워","장충단로 275(을지로6가)","33/7","","2016","5550.00","30.16","","","","","","30.16",""
"도로교통안전관리공단","왕십리로 407(신당동)","7/2","","2016","1343.00","7.30","","","","","","7.30",""
"동대문밀레오레","장충단로 263(을지로6가)","20/7","","2016","0.00","0.00","","","","","","0.00",""
"동대문패션TV","을지로 264(을지로6가)","13/6","","2016","900.00","4.89","","","","","","4.89",""
"우일타운","다산로 274(흥인동)","22/5","","2016","360.00","1.96","","","","","","1.96",""
"엘크루 메트로시티","충무로 13(충무로3가)","19/7","","2016","1467.00","7.97","","","","","","7.97",""
"미래에셋센터원빌딩","을지로5길 26(수하동)","31/8","","2016","1440.00","7.83","","","","","","7.83",""
"㈜케이알앤씨","청계천로 30(다동)","19/6","","2016","3600.00","19.57","","","","","","19.57",""
"롯데캐슬아이리스","소공로 35(회현동1가)","32/7","","2016","15711.00","85.39","","","","","","85.39",""
"남산SK리더스뷰","퇴계로 72(회현동1가)","30/7","","2016","420.00","2.28","","","","","","2.28",""
"시그니쳐타워","청계천로 100(수표동)","17/6","","2016","3456.00","18.78","","","","","","18.78",""
"신한은행명동금융센터","명동길 43(명동1가)","7/4","","2016","930.00","5.05","","","","","","5.05",""
"(재)천주교서울대교구유지재단","명동길 74(명동2가)","10/4","","2016","3370.00","18.32","","","","","","18.32",""
"명동3지구 오피스빌딩현장","을지로1가 161-1","27/7","","2016","540.00","2.93","","","","","","2.93",""
"장교 오피스빌딩 현장","을지로2가 88-5","22/7","","2016","3296.00","17.91","","","","","","17.91",""
"나인트리호텔시축현장","초동 72-10","11/5","","2016","4300.00","23.37","","","","","","23.37",""
"순화 제1-1구역 도시환경정비사업조합","순화동 1-67","22/5","","2016","893.00","4.85","","","","","","4.85",""
"코트야드 메리어트 서울 남대문","남대문로 9","20/5","","2016","454.00","2.47","","","","","","2.47",""
"스마트파크사우나","은평구 불광천길 536(응암1동)","15/4","","2016","19560.00","108.00","108.00","","","","","",""
"NC백화점","은평구 불광로 20(불광동)","16/8","","2016","210.00","1.10","","","","","","1.10",""
"㈜드림스퀘어씨앤티","은평구 진관2로 29-21(진관동)","9/5","","2016","2164.00","11.80","","","","","","11.80",""
"해태드림아파트","은평구 은평로 82(응암동)","15/5","","2016","1214.00","6.60","","","","","","6.60",""
"주얼리시티㈜","서울특별시 종로구  종로 183(인의동) ","19/5","","2016","6300.00","34.00","","","","","18.00","16.00",""
"주얼리시티㈜","서울특별시 종로구  종로 183(인의동) ","19/5","","2016","0.00","0.00","","","","","","0.00",""
"보스코산업","서울특별시 종로구 신문로2가","","","2016","0.00","0.00","","","","","","0.00",""
"서부도로관리사업소","서울특별시 종로구  세종대로23길 12(도렴동) ","","","2016","130.00","0.71","","","","","","0.71",""
"(주)메인개발(르미에르빌딩)","서울특별시 종로구  (청진동) ","20/7","","2016","936.00","5.09","","","","5.00","","0.09",""
"서울대병원(외래암센터)","서울특별시 종로구  대학로 101(연건동 ,서울대학교병원 ) ","","","2016","3322.00","18.05","","","","18.00","","0.05",""
"The-K Twin Towers","서울특별시 종로구  종로1길 50(중학동) ","19/6","","2016","8064.00","43.83","","","","9.00","35.00","-0.17",""
"(주)마스턴제이호위탁관리부동산㈜","서울특별시 종로구  새문안로5길 31(도렴동)","","","2016","6448.00","35.04","","","","4.00","15.00","16.04",""
"(주)동승에이치엠씨","서울특별시 종로구  종로로 266(종로6가) ","","","2016","18076.00","98.24","","","","12.00","62.00","24.24",""
"(주)청하고려인삼","서울특별시 종로구  자하문로 280(부암동, 금박B/D) ","6/2","","2016","2268.00","12.33","","","","3.00","9.00","0.33",""
"운현궁 SK허브 운영위원회","서울특별시 종로구  삼일대로 461(경운동) ","14/8","","2016","816.00","4.43","","","","","","4.43",""
"운현궁 SK허브 운영위원회","서울특별시 종로구  삼일대로 461(경운동) ","14/8","","2016","22488.00","122.22","","","","16.00","67.00","39.22",""
"(주)단성사","서울특별시 종로구  돈화문로 26(묘동) ","","","2016","16020.00","87.07","","","","10.00","45.00","32.07",""
"(주)단성사","서울특별시 종로구  돈화문로 26(묘동)","","","2016","4080.00","22.17","","","","6.00","12.00","4.17",""
"(주)단성사","서울특별시 종로구  돈화문로 26(묘동) ","","","2016","72.00","0.39","","","","","","0.39",""
"(주)단성사","서울특별시 종로구  돈화문로 26(묘동) ","","","2016","0.00","0.00","","","","","","0.00",""
"(주)단성사","서울특별시 종로구  돈화문로 26(묘동) ","","","2016","8520.00","46.30","","","","6.00","15.00","25.30",""
"(주)단성사","서울특별시 종로구  돈화문로 26(묘동) ","","","2016","1632.00","8.87","","","","","","8.87",""
"이성범","서울특별시 종로구  창경궁로 260(명륜2가) ","","","2016","113.00","0.61","","","","","","0.61",""
"학고재(오경자)","서울특별시 종로구  삼청로 48-4(소격동)","2/2","","2016","2194.00","11.92","","","","3.00","4.00","4.92",""
"홍성한우만(유병임)","서울특별시 종로구  필운대로 9-2(필운동) ","","","2016","0.00","0.00","","","","","","0.00",""
"삼양홀딩스","서울특별시 종로구  북촌로 18(재동) ","","","2016","0.00","0.00","","","","","","0.00",""
"세차장(이재형)","서울특별시 종로구  자하문로 246(부암동, ","","","2016","709.00","3.85","","","","","","3.85",""
"경찰 공제회","서울특별시 종로구  창경궁로 106(인의동) ","12/5","","2016","698.00","3.79","","","","","","3.79",""
"고용남","서울특별시 종로구  종로39가길 5-7(충신동) ","","","2016","727.00","3.95","","","","2.00","2.00","-0.05",""
"김한중","서울특별시 종로구  종로41길 36(종로6가) ","8/2","","2016","4.00","0.02","","","","","","0.02",""
"김한중","서울특별시 종로구  종로41길 36(종로6가) ","8/2","","2016","0.00","0.00","","","","","","0.00",""
"신한비엔피파리바자산운용㈜","서울특별시 종로구  삼봉로 48(청진동) ","","","2016","0.00","0.00","","","","","","0.00",""
"경희대 사회교육연구원(조인원)","서울특별시 종로구  율곡로 110(권농동)","5/3","","2016","144.00","0.78","","","","","","0.78",""
"골든팰리스","서울특별시 종로구  통일로16길 4-1(무악동, 골든팰리스) ","8/4","","2016","1422.00","7.73","","","","3.00","","4.73",""
"골든팰리스","서울특별시 종로구  통일로16길 4-1(무악동, 골든팰리스) ","8/4","","2016","1224.00","6.65","","","","3.00","","3.65",""
"한이랑","서울특별시 종로구  대명1길 7(명륜4가) ","4/2","","2016","6476.00","35.20","","","","","8.00","27.20",""
"SK 이노베이션(주)","서울특별시 종로구  종로 26(서린동, SK 이노베이션(주) 총무팀) ","35/7","","2016","6993.00","38.01","","","","","","38.01",""
"SK 이노베이션㈜","서울특별시 종로구  종로 26(서린동, SK 이노베이션(주) 총무팀) ","35/7","","2016","19838.00","107.82","","","","22.00","50.00","35.82",""
"종로타워","서울특별시 종로구  종로 51(종로2가) ","24/6","","2016","4942.00","26.86","","","2.00","6.00","19.00","-0.14",""
"흥국생명보험㈜","서울특별시 종로구  새문안로 68(신문로1가) ","19/3","","2016","3009.00","16.35","","","","","16.00","0.35",""
"흥국생명보험㈜","서울특별시 종로구  새문안로 68(신문로1가) ","19/3","","2016","459.00","2.49","","","","","","2.49",""
"흥국생명보험㈜","서울특별시 종로구  새문안로 68(신문로1가)","19/3","","2016","1224.00","6.65","","","","7.00","","-0.35",""
"정부중앙청사별관","서울특별시 종로구  사직로8길 60(도렴동) ","16/6","","2016","0.00","0.00","","","","","","0.00",""
"정부중앙청사별관","서울특별시 종로구  사직로8길 60(도렴동) ","16/6","","2016","3768.20","20.48","","","","5.00","15.00","0.48",""
"정부중앙청사별관","서울특별시 종로구  사직로8길 60(도렴동) ","16/6","","2016","0.00","0.00","","","","","","0.00",""
